orderkey,orderstatus,totalprice,clerk,custkey,c_name,c_address,c_phone,c_acctbal,mktsegment,linenumber,quantity,extendedprice,discount,returnflag,linestatus,shipdate,commitdate,shipinstruct,nationkey,n_name,n_comment
1001024.0,F,334614.37,Clerk#000000015,15793.0,,,,,,,37.0,,,A,,,1992-09-17,COLLECT COD,,,
1121123.0,O,203618.69,Clerk#000000857,37873.0,,,,,,,,,,,,,,,,,
1046727.0,O,275960.66,Clerk#000000639,17416.0,,,,,,,,,,,,,,,,,
1089632.0,F,135149.27,Clerk#000000382,19354.0,,,,,,,,,,,,,,,,,
1107841.0,O,222721.29,Clerk#000000733,49859.0,,,,,,,7.0,,0.02,,O,1996-07-23,1996-05-29,TAKE BACK RETURN,,,
1118466.0,F,341563.05,Clerk#000000096,60958.0,,,,,,,,,,,,,,,,,
1061636.0,O,221453.14,Clerk#000000217,,,,,,,,19.0,,,N,,,1995-07-26,,,,
1111905.0,O,98434.98,Clerk#000000895,,,,,,,,,,,,,,,,,,
1120582.0,O,154491.91,Clerk#000000980,,,,,,,,18.0,,,,O,,1995-07-27,COLLECT COD,,,
1011778.0,F,286468.77,Clerk#000000144,27568.0,,,,,,,,,,,,,,,,,
1082084.0,O,255102.37,Clerk#000000738,,,,,,,,,,,,,,,,,,
1024612.0,O,161367.49,Clerk#000000303,20659.0,,,,,,,,,,,,,,,,,
1149829.0,O,285644.17,Clerk#000000582,27118.0,,,,,,,,,,,,,,,,,
103203.0,O,252920.35,Clerk#000000442,19378.0,,,,,,,,,0.04,,O,1995-06-27,,TAKE BACK RETURN,,,
1121282.0,F,115138.25,Clerk#000000399,,,,,,,,21.0,,,,,1995-04-28,1995-05-09,TAKE BACK RETURN,,,
1103974.0,F,218662.14,Clerk#000000644,,,,,,,3.0,,,,R,F,1993-12-04,,COLLECT COD,,,
1144101.0,F,176026.13,Clerk#000000994,,,,,,,1.0,,,0.01,,F,,1994-07-25,,,,
1081126.0,O,218771.67,Clerk#000000715,46162.0,,,,,,2.0,,,0.06,N,O,,1996-01-30,TAKE BACK RETURN,,,
1041572.0,O,78178.49,Clerk#000000278,,,,,,,2.0,,,0.1,N,,1995-12-28,1996-01-04,COLLECT COD,,,
112900.0,O,238348.05,Clerk#000000482,,,,,,,,,,,,,,,,,,
1156930.0,F,82219.01,Clerk#000000295,,,,,,,,28.0,,,A,F,1993-07-05,,,,,
1142881.0,F,120634.6,Clerk#000000244,101401.0,,,,,,2.0,,,0.07,,F,,1993-08-18,NONE,,,
1159906.0,O,221042.63,Clerk#000000280,62794.0,,,,,,2.0,,,,N,,,1995-11-29,COLLECT COD,,,
1094756.0,O,4950.32,Clerk#000000373,,,,,,,1.0,,,,,,,,,,,
104198.0,O,296416.84,Clerk#000000917,60313.0,,,,,,6.0,,,,,,1996-03-26,,COLLECT COD,,,
1111362.0,F,161885.34,Clerk#000000242,112829.0,,,,,,,,,,,,,,,,,
1156996.0,O,169579.56,Clerk#000000217,,,,,,,4.0,,,0.02,,O,1997-04-17,1997-06-14,NONE,,,
1146241.0,O,134044.44,Clerk#000000195,,,,,,,6.0,9.0,11964.15,0.08,N,O,1995-09-24,1995-10-27,DELIVER IN PERSON,,,
1100451.0,F,334168.43,Clerk#000000518,139531.0,,,,,,5.0,27.0,,,R,,,1992-09-03,,,,
1082561.0,F,198650.47,Clerk#000000155,114928.0,,,,,,2.0,24.0,,,,,1995-04-26,,,,,
1151078.0,O,209128.56,Clerk#000000751,,,,,,,,12.0,,,N,O,,,,,,
1055303.0,F,266978.48,Clerk#000000497,148088.0,,,,,,4.0,,,,R,F,,,,,,
1152583.0,O,78573.09,Clerk#000000217,89228.0,,,,,,,,,,,,,,,,,
1100933.0,F,9577.24,Clerk#000000849,23080.0,,,,,,,,,,,,,,,,,
107205.0,O,109667.64,Clerk#000000181,38545.0,,,,,,1.0,,,0.01,N,O,,,DELIVER IN PERSON,,,
1052258.0,F,280206.83,Clerk#000000008,128221.0,,,,,,,,,,,,,,,,,
1135431.0,O,231769.93,Clerk#000000929,22723.0,,,,,,,,,,,,,,,,,
1159552.0,F,145233.94,Clerk#000000951,,,,,,,,,,,,,,,,,,
1068736.0,O,117493.62,Clerk#000000904,142540.0,,,,,,,,,0.03,,O,1997-07-13,1997-05-24,DELIVER IN PERSON,,,
105316.0,F,75633.33,Clerk#000000944,,,,,,,,,,,,F,1993-04-15,,,,,
1014279.0,F,144789.53,Clerk#000000181,58948.0,,,,,,5.0,3.0,5738.7,0.01,A,F,1994-10-24,1994-11-09,DELIVER IN PERSON,,,
1171111.0,O,137324.47,Clerk#000000604,,,,,,,,,,,,,,,,,,
114465.0,O,90435.34,Clerk#000000051,100544.0,,,,,,2.0,,,,,O,,1997-02-05,,,,
1145318.0,O,193212.55,Clerk#000000186,66077.0,,,,,,3.0,35.0,,0.02,,O,,1996-07-24,,,,
1003264.0,F,273846.15,Clerk#000000512,,,,,,,3.0,,,,,,1994-10-19,,COLLECT COD,,,
1031232.0,O,249261.1,Clerk#000000651,,,,,,,5.0,43.0,,,N,,1995-07-26,,,,,
1117697.0,F,304065.98,Clerk#000000298,,,,,,,,,,,,,,,,,,
1169986.0,O,50059.23,Clerk#000000157,107011.0,,,,,,,,,,,,,,,,,
1060576.0,F,100802.51,Clerk#000000619,,,,,,,,,,,,,,,,,,
1104196.0,F,374003.93,Clerk#000000574,,,,,,,6.0,46.0,90890.48,0.05,A,F,1994-05-23,1994-04-16,NONE,,,
1055587.0,F,93106.62,Clerk#000000631,62560.0,,,,,,5.0,,,0.01,,F,,,DELIVER IN PERSON,,,
110597.0,O,242901.26,Clerk#000000893,,,,,,,2.0,26.0,,,N,,1998-09-06,,,,,
1128384.0,F,213016.58,Clerk#000000572,72806.0,,,,,,,,,,R,F,,,,,,
1168132.0,F,205808.39,Clerk#000000199,30925.0,,,,,,,,,,A,,1993-10-15,1993-09-15,DELIVER IN PERSON,,,
1077797.0,F,214020.32,Clerk#000000128,97819.0,,,,,,2.0,,,0.05,,,1992-12-29,,NONE,,,
1039365.0,F,174446.73,Clerk#000000239,,,,,,,,,,,,,,,,,,
108645.0,O,85358.53,Clerk#000000703,96598.0,,,,,,1.0,32.0,,0.02,,O,1998-06-02,,TAKE BACK RETURN,,,
112004.0,O,43559.1,Clerk#000000319,6061.0,,,,,,,,,0.09,N,,,1995-08-04,NONE,,,
1162562.0,O,50038.02,Clerk#000000263,103256.0,,,,,,,43.0,,,N,,1995-10-24,,COLLECT COD,,,
1017638.0,O,259820.04,Clerk#000000445,75373.0,,,,,,,,,,,O,1996-10-02,1996-12-01,COLLECT COD,,,
1013700.0,O,221732.3,Clerk#000000297,95959.0,,,,,,2.0,44.0,,,,,,1996-07-04,,,,
1040678.0,F,116341.44,Clerk#000000381,129268.0,,,,,,,13.0,,0.05,,F,1992-06-09,,,,,
1126176.0,F,247171.47,Clerk#000000501,46699.0,,,,,,,34.0,,,R,,1994-05-16,1994-03-15,,,,
1157316.0,O,219759.11,Clerk#000000095,,,,,,,5.0,,,,N,O,,,NONE,,,
1036769.0,P,94727.1,Clerk#000000897,,,,,,,,36.0,,,R,,1995-04-25,1995-04-25,TAKE BACK RETURN,,,
1048676.0,O,104169.87,Clerk#000000999,133469.0,,,,,,,18.0,,0.04,N,O,,,,,,
1031297.0,O,209052.86,Clerk#000000594,,,,,,,,,,,,,,,,,,
1058502.0,O,345154.61,Clerk#000000309,,,,,,,6.0,23.0,,0.08,,,,1997-07-18,,,,
1044482.0,F,60357.07,Clerk#000000441,20746.0,,,,,,1.0,,,,R,,,,TAKE BACK RETURN,,,
1017091.0,F,384787.66,Clerk#000000240,,,,,,,,17.0,,0.04,,F,1995-03-10,1995-01-09,,,,
1118339.0,F,196779.96,Clerk#000000833,,,,,,,,,,0.01,A,F,,,NONE,,,
1025281.0,O,333633.87,Clerk#000000163,45959.0,,,,,,,,,0.06,N,,,1997-05-21,,,,
112004.0,O,43559.1,Clerk#000000319,,,,,,,,,,0.01,,,,,COLLECT COD,,,
1074149.0,O,94485.99,Clerk#000000333,89773.0,,,,,,,24.0,,0.03,N,O,1995-11-27,1995-12-25,NONE,,,
1043619.0,F,23157.01,Clerk#000000278,,,,,,,,,,,,F,1994-04-27,1994-04-01,TAKE BACK RETURN,,,
1120197.0,F,170962.3,Clerk#000000057,,,,,,,,,,,,,,,,,,
1047424.0,O,157530.16,Clerk#000000638,,,,,,,,43.0,,0.08,,,,,DELIVER IN PERSON,,,
1020998.0,F,245617.01,Clerk#000000919,661.0,,,,,,,9.0,,0.03,R,F,1993-10-27,,,,,
1093031.0,F,305874.46,Clerk#000000815,,,,,,,6.0,,,0.01,,F,,1993-06-29,DELIVER IN PERSON,,,
1146241.0,O,134044.44,Clerk#000000195,13900.0,,,,,,6.0,9.0,11964.15,0.08,N,O,1995-09-24,1995-10-27,DELIVER IN PERSON,,,
1017638.0,O,259820.04,Clerk#000000445,,,,,,,6.0,,,,,O,,,,,,
1158598.0,F,152237.79,Clerk#000000087,28285.0,,,,,,,,,,,,,,,,,
1012867.0,O,112763.01,Clerk#000000007,,,,,,,1.0,,,0.09,,O,1998-05-19,1998-04-28,TAKE BACK RETURN,,,
1158307.0,O,105227.54,Clerk#000000760,146950.0,,,,,,,,,,N,O,1995-11-05,,,,,
1105798.0,F,226278.3,Clerk#000000651,106528.0,,,,,,3.0,,,0.02,R,,1993-11-19,,,,,
1008864.0,F,182460.87,Clerk#000000850,92626.0,,,,,,,22.0,,,R,,,1993-07-23,DELIVER IN PERSON,,,
1100933.0,F,9577.24,Clerk#000000849,23080.0,,,,,,,,,0.07,,F,1993-01-26,1993-04-02,COLLECT COD,,,
114276.0,F,184620.12,Clerk#000000992,61600.0,,,,,,,,,0.0,,,1994-06-14,,COLLECT COD,,,
1037280.0,F,222106.05,Clerk#000000634,35942.0,,,,,,,,,,,,,,,,,
1163106.0,O,154708.99,Clerk#000000486,81811.0,,,,,,1.0,42.0,,,,O,1996-10-22,1996-12-10,,,,
1077797.0,F,214020.32,Clerk#000000128,97819.0,,,,,,,40.0,,0.03,R,,,1993-01-10,,,,
1092293.0,F,326421.66,Clerk#000000694,129371.0,,,,,,3.0,9.0,,,R,,1995-05-01,,NONE,,,
11552.0,F,30092.4,Clerk#000000960,142051.0,,,,,,,,,,,,,,,,,
106406.0,O,96997.13,Clerk#000000579,,,,,,,,,,,N,O,,1997-01-20,TAKE BACK RETURN,,,
1051970.0,F,224032.45,Clerk#000000306,,,,,,,1.0,26.0,,,,,1992-10-28,1992-10-17,TAKE BACK RETURN,,,
1030726.0,O,207428.88,Clerk#000000658,,,,,,,,,,,,,,,,,,
115075.0,F,186857.27,Clerk#000000895,78938.0,,,,,,,,,,,,,,,,,
1157637.0,O,186577.19,Clerk#000000650,,,,,,,,,,,N,O,,1995-12-27,NONE,,,
1115008.0,F,302775.04,Clerk#000000345,,,,,,,2.0,48.0,,,R,,1993-06-16,,DELIVER IN PERSON,,,
1123590.0,O,300124.47,Clerk#000000188,1387.0,,,,,,,,,0.06,N,O,,,NONE,,,
1006308.0,F,115187.6,Clerk#000000324,,,,,,,,,,,,,,,,,,
106147.0,O,186792.69,Clerk#000000834,,,,,,,,34.0,,,N,,1997-01-02,,DELIVER IN PERSON,,,
1075171.0,O,174625.88,Clerk#000000751,103403.0,,,,,,,,,,,,,,,,,
1155872.0,O,119325.28,Clerk#000000523,,,,,,,,,,,,,,,,,,
1169958.0,O,128938.81,Clerk#000000181,,,,,,,,34.0,,,N,O,1996-05-06,,DELIVER IN PERSON,,,
1168132.0,F,205808.39,Clerk#000000199,,,,,,,,,,,,,,,,,,
1107841.0,O,222721.29,Clerk#000000733,49859.0,,,,,,,,,,N,,1996-07-08,1996-05-17,,,,
1145798.0,O,205189.59,Clerk#000000738,75142.0,,,,,,4.0,,,0.06,,O,,1996-10-08,,,,
1040865.0,F,329923.05,Clerk#000000476,,,,,,,,,,,,,,,,,,
1030849.0,O,258328.02,Clerk#000000808,,,,,,,,,,,,,,,,,,
1118116.0,F,92238.15,Clerk#000000072,,,,,,,3.0,2.0,,,R,,1994-03-18,1994-03-08,,,,
1042182.0,F,104804.21,Clerk#000000774,130051.0,,,,,,,,,,,,,,,,,
1004743.0,F,192513.73,Clerk#000000729,47002.0,,,,,,,,,,,,,,,,,
1118849.0,F,192203.01,Clerk#000000224,87974.0,,,,,,2.0,,,,A,F,1993-06-06,,,,,
1017091.0,F,384787.66,Clerk#000000240,,,,,,,,,,,,,,,,,,
1068736.0,O,117493.62,Clerk#000000904,142540.0,,,,,,,,,,,,,,,,,
1081477.0,F,173574.24,Clerk#000000243,138514.0,,,,,,,5.0,,0.01,A,,1993-04-30,,DELIVER IN PERSON,,,
1111362.0,F,161885.34,Clerk#000000242,,,,,,,2.0,,,0.07,R,,1992-09-10,,,,,
1144965.0,F,163891.41,Clerk#000000281,,,,,,,2.0,30.0,,,,F,,1993-08-02,TAKE BACK RETURN,,,
1088642.0,F,144047.59,Clerk#000000674,92923.0,,,,,,1.0,,,0.04,A,F,,1993-08-20,,,,
1009765.0,O,203200.67,Clerk#000000044,,,,,,,,,,,,O,1997-10-24,,COLLECT COD,,,
1082272.0,O,196910.51,Clerk#000000679,5296.0,,,,,,,,,,,,,,,,,
1166275.0,O,240571.49,Clerk#000000131,2515.0,,,,,,4.0,,,,N,O,1998-05-07,1998-06-07,TAKE BACK RETURN,,,
1009888.0,O,53132.76,Clerk#000000581,,,,,,,,,,,,,,,,,,
1061664.0,F,332140.42,Clerk#000000338,80236.0,,,,,,,34.0,,0.01,,,,,NONE,,,
1141920.0,O,244327.19,Clerk#000000920,15169.0,,,,,,2.0,,,0.08,,,,,DELIVER IN PERSON,,,
107814.0,O,212248.5,Clerk#000000331,,,,,,,4.0,,,,,O,1995-11-30,,,,,
1094688.0,O,95742.86,Clerk#000000254,92048.0,,,,,,,,,,N,,1997-03-12,,COLLECT COD,,,
1112038.0,F,113382.71,Clerk#000000002,,,,,,,2.0,,,0.08,,F,,1992-09-30,,,,
1030849.0,O,258328.02,Clerk#000000808,,,,,,,,42.0,,,,,,1997-12-10,NONE,,,
1011783.0,F,226860.78,Clerk#000000765,149309.0,,,,,,5.0,,,,,,1994-12-28,1995-01-05,DELIVER IN PERSON,,,
1080451.0,F,14288.93,Clerk#000000931,,,,,,,,,,,,,,,,,,
1055303.0,F,266978.48,Clerk#000000497,,,,,,,7.0,,,0.01,R,F,,,COLLECT COD,,,
1119845.0,F,357893.0,Clerk#000000302,75655.0,,,,,,,,,,,,,,,,,
1016225.0,F,7587.43,Clerk#000000886,27440.0,,,,,,,,,,,,,,,,,
1084128.0,F,34844.77,Clerk#000000404,119959.0,,,,,,,,,,,,,,,,,
1003264.0,F,273846.15,Clerk#000000512,,,,,,,6.0,31.0,,,,F,1994-10-27,,COLLECT COD,,,
10466.0,F,136927.89,Clerk#000000899,61411.0,,,,,,,,,,,,,,,,,
1011783.0,F,226860.78,Clerk#000000765,,,,,,,5.0,,,,,,1994-12-28,1995-01-05,DELIVER IN PERSON,,,
1027876.0,F,144061.35,Clerk#000000684,,,,,,,,,,0.0,,F,1994-01-02,,DELIVER IN PERSON,,,
1067877.0,O,250316.38,Clerk#000000818,,,,,,,4.0,,,0.1,,O,1996-06-11,1996-06-22,NONE,,,
116417.0,F,138983.71,Clerk#000000337,41174.0,,,,,,,,,,,,,,,,,
1093923.0,O,156334.2,Clerk#000000921,,,,,,,,,,,N,O,1995-11-24,1996-01-01,,,,
1132932.0,F,165010.51,Clerk#000000145,,,,,,,,,,,,,,,,,,
110279.0,O,219164.3,Clerk#000000686,,,,,,,,29.0,,,,O,,,TAKE BACK RETURN,,,
1055107.0,F,192607.57,Clerk#000000412,,,,,,,,,,0.02,R,F,1992-09-27,,,,,
1066435.0,O,135259.01,Clerk#000000227,39283.0,,,,,,,13.0,,,,,1997-03-23,,,,,
1171234.0,O,72986.41,Clerk#000000138,,,,,,,,,,,,,,,,,,
1120132.0,O,14170.58,Clerk#000000749,,,,,,,1.0,,,,,O,1996-09-18,,,,,
1048451.0,F,306617.82,Clerk#000000567,78163.0,,,,,,,39.0,,,R,,,,,,,
1113633.0,O,151541.44,Clerk#000000927,83416.0,,,,,,1.0,42.0,56127.54,0.04,N,O,1998-03-09,1998-01-29,TAKE BACK RETURN,,,
1062371.0,F,172033.51,Clerk#000000705,117236.0,,,,,,4.0,,,0.08,,,,,,,,
1009888.0,O,53132.76,Clerk#000000581,1301.0,,,,,,,,,,,,,,,,,
1086272.0,F,182944.94,Clerk#000000143,,,,,,,,7.0,,,,F,,1993-08-05,NONE,,,
1019394.0,O,255582.54,Clerk#000000660,,,,,,,,,,0.05,,O,1997-09-15,,,,,
1024612.0,O,161367.49,Clerk#000000303,20659.0,,,,,,5.0,,,,N,O,,,,,,
1012353.0,F,259814.91,Clerk#000000694,57809.0,,,,,,,,,0.05,A,F,,,,,,
1001987.0,F,172648.36,Clerk#000000871,6281.0,,,,,,,,,0.1,,F,1992-09-26,,,,,
1037986.0,O,143770.49,Clerk#000000433,127525.0,,,,,,,,,,,,,,,,,
1168132.0,F,205808.39,Clerk#000000199,30925.0,,,,,,3.0,,,0.03,A,,,1993-08-29,TAKE BACK RETURN,,,
1020032.0,F,164717.03,Clerk#000000040,,,,,,,4.0,19.0,,0.0,A,F,1992-09-17,,NONE,,,
1020581.0,O,131818.3,Clerk#000000967,,,,,,,2.0,24.0,,,,,,,,,,
1145984.0,O,225369.26,Clerk#000000568,,,,,,,,,,,,O,1997-06-16,,TAKE BACK RETURN,,,
1081477.0,F,173574.24,Clerk#000000243,138514.0,,,,,,3.0,,,,A,F,1993-07-01,1993-05-10,,,,
115075.0,F,186857.27,Clerk#000000895,,,,,,,,,,0.05,A,F,1992-12-10,1992-10-11,,,,
1050695.0,O,246582.54,Clerk#000000625,,,,,,,,,,,,O,1996-10-22,1996-11-15,DELIVER IN PERSON,,,
1107972.0,O,250193.58,Clerk#000000408,15925.0,,,,,,,,,,N,,1998-02-12,,,,,
1061316.0,P,230133.92,Clerk#000000152,,,,,,,4.0,45.0,,,N,,1995-06-01,,,,,
1032899.0,O,143173.25,Clerk#000000350,,,,,,,,,,,,,,,,,,
1102946.0,F,248551.7,Clerk#000000426,30905.0,,,,,,4.0,,,0.05,R,,1992-06-03,,,,,
1128384.0,F,213016.58,Clerk#000000572,,,,,,,,30.0,,,,F,,,COLLECT COD,,,
1113765.0,O,236336.26,Clerk#000000749,22121.0,,,,,,,,,,,,,,,,,
1019394.0,O,255582.54,Clerk#000000660,,,,,,,3.0,,,0.07,,,,1997-08-14,,,,
1149541.0,O,147754.68,Clerk#000000427,,,,,,,6.0,,,,N,,,1998-05-17,,,,
1102119.0,O,182606.15,Clerk#000000413,,,,,,,,,,0.1,,O,,,DELIVER IN PERSON,,,
112900.0,O,238348.05,Clerk#000000482,,,,,,,3.0,,,0.04,N,O,,1998-06-07,COLLECT COD,,,
115075.0,F,186857.27,Clerk#000000895,,,,,,,1.0,31.0,,,,,1992-09-14,1992-10-22,DELIVER IN PERSON,,,
1044645.0,F,163812.23,Clerk#000000565,121520.0,,,,,,,,,,,,,,,,,
1108420.0,F,121139.03,Clerk#000000329,23989.0,,,,,,2.0,49.0,72734.62,0.01,R,F,1992-09-03,1992-07-11,COLLECT COD,,,
1024452.0,O,149366.83,Clerk#000000319,39016.0,,,,,,,,,0.07,N,,1996-05-13,,COLLECT COD,,,
1104224.0,F,212302.71,Clerk#000000740,8614.0,,,,,,,,,,,,,,,,,
1121123.0,O,203618.69,Clerk#000000857,,,,,,,1.0,12.0,,0.04,,,,1996-04-09,,,,
1134177.0,F,47694.63,Clerk#000000393,,,,,,,,,,0.06,,F,1993-03-25,1993-05-14,DELIVER IN PERSON,,,
115523.0,F,367352.75,Clerk#000000262,,,,,,,,,,,,,,,,,,
1169123.0,O,255680.12,Clerk#000000241,114427.0,,,,,,5.0,,,,N,,1996-11-26,1996-12-30,,,,
107814.0,O,212248.5,Clerk#000000331,,,,,,,3.0,,,,,,1996-02-08,1995-11-22,,,,
1118466.0,F,341563.05,Clerk#000000096,,,,,,,3.0,50.0,,,R,,1994-10-26,1994-10-11,DELIVER IN PERSON,,,
1165861.0,O,292340.86,Clerk#000000158,,,,,,,5.0,,,,,O,1996-09-29,,,,,
1115008.0,F,302775.04,Clerk#000000345,,,,,,,,,,,,,,,,,,
1154053.0,O,175152.37,Clerk#000000272,126964.0,,,,,,,,,0.04,N,,,,,,,
1158307.0,O,105227.54,Clerk#000000760,146950.0,,,,,,,1.0,,,,,,,COLLECT COD,,,
1088642.0,F,144047.59,Clerk#000000674,92923.0,,,,,,6.0,,,,,F,,1993-07-24,COLLECT COD,,,
10466.0,F,136927.89,Clerk#000000899,,,,,,,1.0,,,,,F,1993-03-13,1993-02-25,COLLECT COD,,,
1179719.0,O,231025.38,Clerk#000000507,136702.0,,,,,,3.0,19.0,,,N,,1996-03-06,,DELIVER IN PERSON,,,
1119845.0,F,357893.0,Clerk#000000302,75655.0,,,,,,4.0,,,,A,F,,1993-06-07,TAKE BACK RETURN,,,
1027876.0,F,144061.35,Clerk#000000684,,,,,,,,,,,,,,,,,,
1032194.0,F,225771.04,Clerk#000000834,,,,,,,7.0,,,0.09,R,,1992-10-26,1992-08-26,TAKE BACK RETURN,,,
1099488.0,F,329603.22,Clerk#000000025,95707.0,,,,,,,,,,,,,1993-09-13,COLLECT COD,,,
115751.0,O,257827.77,Clerk#000000425,20072.0,,,,,,7.0,35.0,,,N,,1998-02-28,1998-03-18,,,,
1152583.0,O,78573.09,Clerk#000000217,,,,,,,2.0,,,0.0,N,O,,,,,,
1111905.0,O,98434.98,Clerk#000000895,,,,,,,1.0,,,,N,,1996-01-27,,,,,
1034627.0,F,216288.52,Clerk#000000007,,,,,,,,,,,,,,,,,,
1058502.0,O,345154.61,Clerk#000000309,52220.0,,,,,,6.0,23.0,,0.08,,,,1997-07-18,,,,
1088642.0,F,144047.59,Clerk#000000674,,,,,,,4.0,,,0.01,R,,1993-09-23,,,,,
1060576.0,F,100802.51,Clerk#000000619,,,,,,,3.0,,,0.06,,,,,,,,
1127458.0,P,151737.35,Clerk#000000149,,,,,,,,1.0,,0.06,A,F,1995-05-21,1995-07-07,DELIVER IN PERSON,,,
1062432.0,O,143177.54,Clerk#000000119,132931.0,,,,,,3.0,,,,,O,1995-12-16,,COLLECT COD,,,
1088838.0,O,196672.4,Clerk#000000202,,,,,,,,,,0.05,,O,,1996-02-06,,,,
1094756.0,O,4950.32,Clerk#000000373,,,,,,,,,,,,,,,,,,
1169924.0,F,229205.28,Clerk#000000848,,,,,,,3.0,30.0,,,,F,1993-01-31,,,,,
1119845.0,F,357893.0,Clerk#000000302,75655.0,,,,,,,27.0,,,,,,1993-06-04,DELIVER IN PERSON,,,
115523.0,F,367352.75,Clerk#000000262,12172.0,,,,,,,,,,,,,,,,,
1159906.0,O,221042.63,Clerk#000000280,62794.0,,,,,,,7.0,,,,,1995-11-13,1995-11-12,DELIVER IN PERSON,,,
1165926.0,O,204532.53,Clerk#000000625,,,,,,,3.0,,,,,O,,,,,,
1068898.0,O,245834.9,Clerk#000000626,,,,,,,4.0,39.0,,0.02,N,,1995-11-04,,COLLECT COD,,,
116581.0,O,94080.29,Clerk#000000592,,,,,,,,8.0,,,,,1997-04-08,,NONE,,,
1019394.0,O,255582.54,Clerk#000000660,,,,,,,,,,,,,,,,,,
1048451.0,F,306617.82,Clerk#000000567,78163.0,,,,,,,48.0,,,,F,,,,,,
1127458.0,P,151737.35,Clerk#000000149,133778.0,,,,,,,1.0,,0.06,A,F,1995-05-21,1995-07-07,DELIVER IN PERSON,,,
1141920.0,O,244327.19,Clerk#000000920,15169.0,,,,,,7.0,47.0,,,,,,1996-10-10,,,,
1054146.0,O,320256.13,Clerk#000000866,51248.0,,,,,,,25.0,,,,,1997-05-08,,,,,
1038274.0,F,91904.54,Clerk#000000563,,,,,,,,,,,,,,,,,,
1005476.0,O,14401.69,Clerk#000000224,,,,,,,,,,,,,,,,,,
1083490.0,F,243246.32,Clerk#000000845,133270.0,,,,,,5.0,,,0.07,A,F,1995-02-04,,,,,
1055268.0,O,86937.85,Clerk#000000409,25453.0,,,,,,3.0,19.0,27157.65,0.02,N,O,1997-10-12,1997-08-29,NONE,,,
1170370.0,F,97105.85,Clerk#000000699,,,,,,,,,,0.0,,F,1993-11-18,,,,,
1168068.0,F,159185.55,Clerk#000000748,61739.0,,,,,,,,,,,,,,,,,
110597.0,O,242901.26,Clerk#000000893,121952.0,,,,,,,,,,,,,,,,,
1038017.0,O,173802.95,Clerk#000000039,,,,,,,,,,,,,,,TAKE BACK RETURN,,,
1166275.0,O,240571.49,Clerk#000000131,,,,,,,3.0,,,,N,,,1998-06-30,DELIVER IN PERSON,,,
1001987.0,F,172648.36,Clerk#000000871,,,,,,,,,,0.1,,F,1992-09-26,,,,,
1118466.0,F,341563.05,Clerk#000000096,,,,,,,2.0,45.0,,0.0,R,F,1994-11-04,,,,,
1129891.0,F,161213.16,Clerk#000000788,148108.0,,,,,,5.0,15.0,,,,F,1992-11-23,1992-10-22,DELIVER IN PERSON,,,
1158977.0,F,70252.2,Clerk#000000829,,,,,,,,,,,,,,,,,,
118049.0,O,114677.71,Clerk#000000284,,,,,,,3.0,,,0.06,,O,,,TAKE BACK RETURN,,,
1077797.0,F,214020.32,Clerk#000000128,,,,,,,2.0,,,0.05,,,1992-12-29,,NONE,,,
1050821.0,F,135345.39,Clerk#000000391,,,,,,,,4.0,,0.1,R,,1993-09-01,1993-09-05,NONE,,,
1106278.0,F,101687.78,Clerk#000000825,,,,,,,,,,0.08,R,F,1993-05-31,,,,,
1020032.0,F,164717.03,Clerk#000000040,,,,,,,2.0,37.0,,,,,,1992-08-22,,,,
1030849.0,O,258328.02,Clerk#000000808,97111.0,,,,,,2.0,38.0,,0.0,,O,1998-01-25,1997-12-14,TAKE BACK RETURN,,,
1166052.0,F,104740.15,Clerk#000000934,146965.0,,,,,,2.0,,,0.05,,F,,1993-01-13,NONE,,,
1105798.0,F,226278.3,Clerk#000000651,106528.0,,,,,,6.0,,,0.08,A,F,,,,,,
1135431.0,O,231769.93,Clerk#000000929,22723.0,,,,,,2.0,35.0,,,,,1997-05-13,1997-06-29,DELIVER IN PERSON,,,
1153540.0,O,383570.33,Clerk#000000753,,,,,,,5.0,,,0.0,,,1996-06-12,,TAKE BACK RETURN,,,
1055303.0,F,266978.48,Clerk#000000497,148088.0,,,,,,7.0,,,0.01,R,F,,,COLLECT COD,,,
1053190.0,O,143533.75,Clerk#000000535,111277.0,,,,,,2.0,23.0,,,,O,1996-08-17,1996-08-15,,,,
1121282.0,F,115138.25,Clerk#000000399,,,,,,,,24.0,,0.09,R,,1995-05-13,1995-05-09,,,,
1045666.0,O,64644.64,Clerk#000000797,55273.0,,,,,,,,,,,,,,,,,
1135431.0,O,231769.93,Clerk#000000929,22723.0,,,,,,,,,,,O,1997-07-25,1997-06-27,TAKE BACK RETURN,,,
1077601.0,O,71785.91,Clerk#000000094,,,,,,,1.0,,,0.04,N,O,,1997-08-12,,,,
1052258.0,F,280206.83,Clerk#000000008,,,,,,,,,,,A,F,,1992-04-13,TAKE BACK RETURN,,,
1001987.0,F,172648.36,Clerk#000000871,,,,,,,,15.0,,,A,,,,,,,
1086915.0,P,109432.93,Clerk#000000700,,,,,,,,,,,,,,,,,,
1152224.0,O,329552.55,Clerk#000000100,6530.0,,,,,,,,,,,,,,,,,
1116993.0,F,73428.83,Clerk#000000996,143236.0,,,,,,,,,,,,,,,,,
1120867.0,F,122956.84,Clerk#000000651,,,,,,,,,,,,,,,,,,
1023104.0,O,124958.97,Clerk#000000062,44515.0,,,,,,,,,,,,,,,,,
